origin,destination,count
SIT,KTN,31
SJC,ATL,83
SJC,AUS,82
SJC,BOS,31
SJC,BUR,559
SJC,DEN,480
SJC,DFW,182
SJC,EWR,16
SJC,FAT,1
SJC,HNL,60
SJC,IAD,60
SJC,IAH,82
SJC,JFK,31
SJC,LAS,723
SJC,LAX,1709
SJC,MDW,111
SJC,MSP,115
SJC,ONT,498
SJC,ORD,205
SJC,PDX,312
SJC,PHX,681
SJC,RNO,234
SJC,SAN,914
SJC,SBA,199
SJC,SEA,410
SJC,SFO,1
SJC,SLC,217
SJC,SMX,1
SJC,SNA,837
SJT,DFW,241
SJU,ATL,207
SJU,BDL,31
SJU,BOS,172
SJU,BWI,30
SJU,CLE,4
SJU,CLT,156
SJU,DFW,93
SJU,DTW,75
SJU,EWR,158
SJU,FLL,93
SJU,IAD,157
SJU,IAH,59
SJU,JFK,327
SJU,LAX,19
SJU,MCO,190
SJU,MEM,14
SJU,MIA,217
SJU,MSP,14
SJU,ORD,162
SJU,PHL,249
SJU,PIT,1
SJU,STT,31
SJU,TPA,31
SLC,ABQ,375
SLC,ANC,47
SLC,ASE,165
SLC,ATL,407
SLC,AUS,106
SLC,BFL,103
SLC,BHM,5
SLC,BIL,322
SLC,BLI,60
SLC,BNA,44
SLC,BOI,590
SLC,BOS,94
SLC,BTM,117
SLC,BUR,305
SLC,BWI,106
SLC,BZN,352
SLC,CDC,103
SLC,CLE,57
SLC,CLT,27
SLC,CMH,48
SLC,COD,119
SLC,COS,175
SLC,CPR,231
SLC,CVG,223
SLC,DCA,46
SLC,DEN,1513
SLC,DFW,346
SLC,DRO,113
SLC,DSM,3
SLC,DTW,48
SLC,EKO,289
SLC,ELP,60
SLC,EUG,112
SLC,EWR,102
SLC,FAR,52
SLC,FAT,143
SLC,FCA,289
SLC,FLL,46
SLC,FSD,7
SLC,GEG,318
SLC,GJT,189
SLC,GTF,179
SLC,HDN,117
SLC,HLN,212
SLC,HNL,47
SLC,IAD,70
SLC,IAH,458
SLC,IDA,351
SLC,JAC,224
SLC,JFK,197
SLC,LAS,799
SLC,LAX,798
SLC,LGA,6
SLC,LGB,342
SLC,LIT,18
SLC,LWS,102
SLC,MCI,173
SLC,MCO,93
SLC,MDW,120
SLC,MFR,119
SLC,MKE,4
SLC,MRY,6
SLC,MSO,325
SLC,MSP,388
SLC,MSY,57
SLC,MTJ,70
SLC,OAK,475
SLC,OGD,1
SLC,OGG,46
SLC,OKC,138
SLC,OMA,121
SLC,ONT,307
SLC,ORD,384
SLC,PDX,550
SLC,PHL,89
SLC,PHX,1175
SLC,PIH,300
SLC,PIT,48
SLC,PSC,275
SLC,PSP,177
SLC,RAP,115
SLC,RDM,113
SLC,RDU,42
SLC,RNO,287
SLC,SAN,291
SLC,SAT,119
SLC,SBA,104
SLC,SBP,66
SLC,SEA,475
SLC,SFO,605
SLC,SGU,476
SLC,SJC,217
SLC,SLE,107
SLC,SMF,242
SLC,SNA,263
SLC,STL,232
SLC,SUN,464
SLC,TPA,46
SLC,TUL,118
SLC,TUS,283
SLC,TWF,448
SLC,XNA,4
SLC,YKM,73
SLC,YUM,120
SLE,SLC,106
SLE,TWF,2
SMF,ABQ,114
SMF,ACV,102
SMF,ATL,83
SMF,BFL,57
SMF,BUR,608
SMF,COS,106
SMF,DEN,472
SMF,DFW,131
SMF,GEG,105
SMF,HNL,60
SMF,IAD,60
SMF,IAH,92
SMF,JFK,31
SMF,LAS,672
SMF,LAX,1102
SMF,LGB,62
SMF,MCI,60
SMF,MDW,112
SMF,MSP,126
SMF,OGG,31
SMF,OKC,57
SMF,ONT,673
SMF,ORD,185
SMF,PDX,425
SMF,PHX,692
SMF,RDD,1
SMF,SAN,749
SMF,SAT,57
SMF,SBA,1
SMF,SEA,394
SMF,SFO,373
SMF,SLC,244
SMF,SNA,440
SMF,TUL,57
SMF,TUS,114
SMX,LAX,286
SNA,ATL,168
SNA,AUS,31
SNA,CVG,30
SNA,DEN,543
SNA,DFW,333
SNA,EWR,62
SNA,HNL,35
SNA,IAH,150
SNA,KOA,19
SNA,LAS,684
SNA,LAX,33
SNA,LIH,11
SNA,MSP,172
SNA,OAK,666
SNA,OGG,31
SNA,ORD,341
SNA,PDX,124
SNA,PHX,914
SNA,RNO,31
SNA,SAN,1
SNA,SEA,236
SNA,SFO,659
SNA,SJC,842
SNA,SLC,262
SNA,SMF,436
SNA,STL,31
SPI,IAD,60
SPI,ORD,227
SPS,DFW,404
SRQ,ATL,511
SRQ,BOS,4
SRQ,BWI,60
SRQ,CLE,54
SRQ,CLT,32
SRQ,CVG,114
SRQ,DCA,2
SRQ,DTW,89
SRQ,EWR,56
SRQ,IND,60
SRQ,JFK,62
SRQ,LGA,16
SRQ,MDW,108
SRQ,STL,25
STL,ABQ,60
STL,ATL,538
STL,AUS,31
STL,BHM,60
STL,BNA,56
STL,BOS,58
STL,BWI,268
STL,CLE,145
STL,CLT,152
STL,CMH,111
STL,CVG,162
STL,DAL,433
STL,DCA,111
STL,DEN,299
STL,DFW,329
STL,DTW,414
STL,EWR,263
STL,FLL,91
STL,HOU,231
STL,IAH,183
STL,JFK,154
STL,LAS,210
STL,LAX,184
STL,LGA,140
STL,LIT,105
STL,MCI,335
STL,MCO,343
STL,MDW,664
STL,MEM,178
STL,MIA,62
STL,MSP,313
STL,OKC,120
STL,OMA,182
STL,ORD,338
STL,PHX,464
STL,RDU,33
STL,RSW,31
STL,SAN,31
STL,SAT,31
STL,SDF,163
STL,SEA,31
STL,SFO,31
STL,SGF,60
STL,SLC,238
STL,SNA,31
STL,SRQ,26
STL,TPA,144
STL,TUL,113
STT,ATL,44
STT,BOS,17
STT,CLT,75
STT,EWR,31
STT,JFK,45
STT,MIA,62
STT,PHL,62
STT,SJU,101
STX,ATL,5
STX,CLT,8
STX,MIA,31
SUN,SLC,476
SUN,TWF,1
SUX,MSP,60
SWF,ATL,351
SWF,DTW,115
SWF,FLL,55
SWF,MCO,103
SWF,PBI,79
SWF,TPA,48
SYR,ATL,223
SYR,CAK,1
SYR,CLE,93
SYR,CLT,120
SYR,CVG,169
SYR,DCA,52
SYR,DFW,1
SYR,DTW,195
SYR,EWR,223
SYR,FLL,31
SYR,IAD,63
SYR,JFK,182
SYR,MCO,31
SYR,ORD,430
SYR,PHL,59
TEX,PHX,104
TLH,ATL,218
TLH,IAH,113
TLH,MEM,122
TOL,ATL,61
TOL,ORD,228
TPA,ABQ,60
TPA,ALB,60
TPA,ATL,1056
TPA,AUS,60
TPA,BDL,202
TPA,BHM,174
TPA,BNA,284
TPA,BOS,241
TPA,BUF,119
TPA,BWI,582
TPA,CAK,54
TPA,CLE,68
TPA,CLT,499
TPA,CMH,179
TPA,CVG,149
TPA,DAY,48
TPA,DCA,240
TPA,DEN,320
TPA,DFW,244
TPA,DTW,312
TPA,EWR,285
TPA,FLL,500
TPA,FNT,48
TPA,GPT,60
TPA,HOU,230
TPA,IAD,306
TPA,IAH,154
TPA,IND,260
TPA,ISP,180
TPA,JAX,163
TPA,JFK,314
TPA,LAS,161
TPA,LAX,83
TPA,LGA,258
TPA,MCI,109
TPA,MDW,397
TPA,MEM,141
TPA,MHT,120
TPA,MIA,155
TPA,MKE,48
TPA,MSP,185
TPA,MSY,183
TPA,ORD,328
TPA,ORF,60
TPA,PBI,219
TPA,PHF,16
TPA,PHL,544
TPA,PHX,180
TPA,PIT,136
TPA,PVD,180
TPA,RDU,179
TPA,ROC,60
TPA,SAT,60
TPA,SDF,113
TPA,SJU,31
TPA,SLC,46
TPA,STL,150
TPA,SWF,48
TRI,ATL,266
TRI,CVG,67
TUL,ABQ,57
TUL,ATL,289
TUL,AUS,59
TUL,CVG,163
TUL,DAL,381
TUL,DEN,242
TUL,DFW,454
TUL,DTW,120
TUL,EWR,55
TUL,GJT,1
TUL,HOU,216
TUL,IAH,195
TUL,LAS,60
TUL,MCI,163
TUL,MEM,180
TUL,MSP,120
TUL,OKC,1
TUL,ONT,56
TUL,ORD,273
TUL,PHX,168
TUL,PIA,1
TUL,SAN,56
TUL,SAT,57
TUL,SLC,117
TUL,SMF,54
TUL,STL,112
TUP,ATL,10
TUS,ABQ,120
TUS,ATL,88
TUS,AUS,57
TUS,DEN,368
TUS,DFW,243
TUS,ELP,57
TUS,EWR,31
TUS,GEG,56
TUS,IAD,16
TUS,IAH,222
TUS,JFK,31
TUS,LAS,446
TUS,LAX,713
TUS,MCI,56
TUS,MDW,119
TUS,MSP,81
TUS,OAK,60
TUS,OMA,57
TUS,ONT,115
TUS,ORD,86
TUS,PHX,600
TUS,RNO,54
TUS,SAN,231
TUS,SAT,56
TUS,SEA,31
TUS,SFO,60
TUS,SLC,283
TUS,SMF,112
TVC,DTW,195
TVC,MSP,60
TVC,ORD,295
TWF,SLC,436
TWF,SUN,2
TXK,DFW,240
TYR,DFW,299
TYS,ATL,292
TYS,AUS,1
TYS,CLE,55
TYS,CVG,209
TYS,DEN,77
TYS,DFW,236
TYS,DTW,134
TYS,EWR,63
TYS,IAH,191
TYS,LGA,102
TYS,MEM,153
TYS,MSP,60
TYS,ORD,247
VLD,ATL,164
VPS,ATL,442
VPS,CVG,44
VPS,DFW,273
VPS,IAH,109
VPS,LGA,2
VPS,MEM,180
VPS,ORD,56
WRG,KTN,31
WRG,PSG,31
XNA,ATL,265
XNA,COS,1
XNA,DCA,52
XNA,DEN,112
XNA,DFW,387
XNA,DTW,60
XNA,EWR,85
XNA,FAR,1
XNA,IAH,213
XNA,LAX,59
XNA,LEX,1
XNA,LGA,128
XNA,MEM,147
XNA,MIA,60
XNA,MSP,120
XNA,ORD,485
XNA,RDU,52
XNA,RFD,1
XNA,SGF,1
XNA,SLC,4
YAK,CDV,31
YAK,JNU,31
YKM,SLC,74
YUM,GJT,1
YUM,IPL,108
YUM,LAS,29
YUM,LAX,173
YUM,PHX,300
YUM,SLC,119
